Unnamed: 0,condition,price,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
975,good,50000,13,A. Khachatrian St,2,Yerevan,75,http://www.myrealty.am/en/item/23890/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
2630,newly repaired,96000,18,Mamikoniants St,3,Yerevan,76,http://www.myrealty.am/en/item/6536/apartment-for-sale-in-Yerevan,1,monolit,6,3
2867,newly repaired,105000,6,Khanjyan St,3,Yerevan,80,http://www.myrealty.am/en/item/33613/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,3
2345,newly repaired,107000,9,Sevak St,4,Yerevan,126,http://www.myrealty.am/en/item/37423/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,monolit,6,3
5989,newly repaired,160000,15,Aram St,2,Yerevan,102,http://www.myrealty.am/en/item/24261/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,10,3
5663,good,65000,14,Vratsakan 4 alley,3,Yerevan,84,http://www.myrealty.am/en/item/31582/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,8,2.8
4479,newly repaired,53000,9,Davtashen 4 district,4,Yerevan,86,http://www.myrealty.am/en/item/32571/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,8,2.8
3376,good,71000,5,Komitas Ave,3,Yerevan,73,http://www.myrealty.am/en/item/20156/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,2,2.8
3536,good,75000,4,Khanjyan St,3,Yerevan,76,http://www.myrealty.am/en/item/31027/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,3,2.8
755,newly repaired,43000,9,Frunze St,3,Yerevan,72,http://www.myrealty.am/en/item/22600/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,1,2.8
4599,good,100000,16,Bryusov St,3,Yerevan,98,http://www.myrealty.am/en/item/24118/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,16,2.8
3209,newly repaired,75000,9,Oganov St,4,Yerevan,96,http://www.myrealty.am/en/item/22922/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,5,2.8
303,newly repaired,140000,10,Pushkin St,3,Yerevan,91,http://www.myrealty.am/en/item/21560/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,8,2.8
5785,good,90000,5,Kasyan St,3,Yerevan,90,http://www.myrealty.am/en/item/32904/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3
1940,good,47000,9,Davtashen 3 St,3,Yerevan,73,http://www.myrealty.am/en/item/21259/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,2,2.8
888,good,35000,14,Duryan disrtict,2,Yerevan,66,http://www.myrealty.am/en/item/7598/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,13,2.8
1552,good,140000,16,N. Zaryan St,3,Yerevan,114,http://www.myrealty.am/en/item/35971/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,other,14,2.8
3967,newly repaired,62000,14,Tsarav Aghbyur St,2,Yerevan,72,http://www.myrealty.am/en/item/2730/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,4,2.8
120,good,93000,4,Mashtots Ave,2,Yerevan,56,http://www.myrealty.am/en/item/34606/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3
5508,good,43000,9,Arzumanyan St,3,Yerevan,78,http://www.myrealty.am/en/item/32313/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,1,2.8
5587,newly repaired,43000,9,Z.Andranik St,2,Yerevan,68,http://www.myrealty.am/en/item/30999/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,7,2.8
505,good,340000,10,Northern Ave,3,Yerevan,128,http://www.myrealty.am/en/item/37784/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,9,2.8
2203,good,100000,10,Hr.Kochar St,4,Yerevan,102,http://www.myrealty.am/en/item/13550/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,10,3
1154,newly repaired,153000,4,Saryan St,3,Yerevan,143,http://www.myrealty.am/en/item/32794/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
6103,good,50000,5,Mashtots Ave,2,Yerevan,47,http://www.myrealty.am/en/item/31960/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.6
408,zero condition,55000,12,Davtashen 4 district,3,Yerevan,101,http://www.myrealty.am/en/item/36679/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,3,2.8
2084,zero condition,52000,13,Komitas Ave,2,Yerevan,56,http://www.myrealty.am/en/item/15800/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,13,3
1384,newly repaired,40800,9,Z.Andranik St,3,Yerevan,73,http://www.myrealty.am/en/item/22197/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,2,2.8
4626,good,52000,9,Nor Aresh 12 St,4,Yerevan,90,http://www.myrealty.am/en/item/35675/4-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,5,2.8
6054,newly repaired,170000,7,Sayat Nova Ave,3,Yerevan,80,http://www.myrealty.am/en/item/29540/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
2531,good,55000,9,Davtashen 2 district,4,Yerevan,92,http://www.myrealty.am/en/item/32531/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,9,2.8
2480,newly repaired,92000,7,Sayat Nova Ave,1,Yerevan,54,http://www.myrealty.am/en/item/17676/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,2.8
4588,newly repaired,100000,5,D. Demirchyan St,3,Yerevan,82,http://www.myrealty.am/en/item/29849/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3
1684,newly repaired,47000,5,Hovsep Emin St,2,Yerevan,44,http://www.myrealty.am/en/item/30327/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
1074,good,37000,5,Azatutyan Ave,1,Yerevan,38,http://www.myrealty.am/en/item/36752/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.2
3831,newly repaired,80000,9,E. Qochar St,3,Yerevan,80,http://www.myrealty.am/en/item/28982/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,3,2.8
4068,good,60000,12,NarDos St,3,Yerevan,98,http://www.myrealty.am/en/item/37847/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
4044,newly repaired,89000,9,Nikol Duman St,3,Yerevan,96,http://www.myrealty.am/en/item/22280/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
281,good,29000,4,M. Avetisyan St,2,Yerevan,56,http://www.myrealty.am/en/item/35046/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,1,2.8
5756,newly repaired,78000,10,Tsarav Aghbyur St,3,Yerevan,95,http://www.myrealty.am/en/item/27752/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,3,2.8
2967,newly repaired,65000,9,Israelyan St,2,Yerevan,64,http://www.myrealty.am/en/item/20354/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,3,2.8
5408,newly repaired,45000,9,Avan-Arinj 2 micro,4,Yerevan,85,http://www.myrealty.am/en/item/22533/4-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,9,2.8
5630,newly repaired,43000,10,Raffi St,2,Yerevan,64,http://www.myrealty.am/en/item/23107/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,2,2.8
1343,newly repaired,130000,9,A. Avetisyan St,4,Yerevan,138,http://www.myrealty.am/en/item/35255/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,6,3
6782,newly repaired,35000,5,Hr.Kochar St,2,Yerevan,35,http://www.myrealty.am/en/item/21319/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
2956,newly repaired,73000,10,Arabkir 51 St,2,Yerevan,77,http://www.myrealty.am/en/item/18324/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,5,2.8
5070,newly repaired,88000,14,A. Avetisyan St,3,Yerevan,96,http://www.myrealty.am/en/item/31977/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,10,2.8
6645,zero condition,54000,9,E. Qochar St,3,Yerevan,76,http://www.myrealty.am/en/item/20442/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
6347,newly repaired,55000,5,Avanesov St,3,Yerevan,84,http://www.myrealty.am/en/item/29039/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,1,3
4572,newly repaired,79000,5,Charents St,3,Yerevan,106,http://www.myrealty.am/en/item/30794/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,2.8
4828,newly repaired,109000,14,Argishti St,3,Yerevan,105,http://www.myrealty.am/en/item/37283/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,2.8
915,newly repaired,88000,4,Kievyan St,3,Yerevan,90,http://www.myrealty.am/en/item/32817/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
2283,good,52000,5,A. Khachatrian St,3,Yerevan,60,http://www.myrealty.am/en/item/27993/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
3459,good,70000,10,Hr.Kochar St,3,Yerevan,87,http://www.myrealty.am/en/item/27683/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,8,2.8
5765,newly repaired,58000,5,Bashinjaxyan St,4,Yerevan,100,http://www.myrealty.am/en/item/32287/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,2,2.8
4249,newly repaired,90000,6,Heratsi St,3,Yerevan,114,http://www.myrealty.am/en/item/24101/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3
3635,zero condition,68000,15,Verin Antarayin,2,Yerevan,68,http://www.myrealty.am/en/item/36781/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,8,3
1393,newly repaired,135000,16,Saryan St,4,Yerevan,120,http://www.myrealty.am/en/item/31600/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,3.2
2520,newly repaired,270000,16,Buzand St,4,Yerevan,135,http://www.myrealty.am/en/item/19122/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,7,3.2
6703,newly repaired,205000,9,Buzand St,3,Yerevan,105,http://www.myrealty.am/en/item/38102/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,7,3
4744,newly repaired,58000,16,Davtashen 4 district,2,Yerevan,83,http://www.myrealty.am/en/item/34786/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,10,2.8
323,good,60000,5,Mamikoniants St,2,Yerevan,83,http://www.myrealty.am/en/item/31779/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3
5316,good,41000,13,Chexov St,3,Yerevan,97,http://www.myrealty.am/en/item/22745/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,other,8,2.8
5532,newly repaired,110000,8,Verin Antarayin,3,Yerevan,85,http://www.myrealty.am/en/item/35837/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3
4910,newly repaired,115000,14,Buzand St,2,Yerevan,59,http://www.myrealty.am/en/item/27434/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,3
4468,newly repaired,53000,9,Rubinyants St,2,Yerevan,50,http://www.myrealty.am/en/item/36843/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,monolit,9,3
423,good,87000,5,G.Lusavorich St,3,Yerevan,78,http://www.myrealty.am/en/item/24314/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.6
3767,newly repaired,80000,4,Hanrapetutyan St,1,Yerevan,48,http://www.myrealty.am/en/item/36397/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
6696,good,38000,5,Vardashen district,3,Yerevan,62,http://www.myrealty.am/en/item/27905/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,5,2.8
2779,newly repaired,230000,4,Mashtots Ave,3,Yerevan,100,http://www.myrealty.am/en/item/34653/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,3
6266,newly repaired,170000,7,A.Manukyan St,3,Yerevan,110,http://www.myrealty.am/en/item/15107/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3
1434,newly repaired,135000,10,Vardanants St,3,Yerevan,113,http://www.myrealty.am/en/item/12242/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,9,2.8
3180,good,75000,9,Hambardzumyan St,3,Yerevan,78,http://www.myrealty.am/en/item/14057/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
3822,newly repaired,65000,14,Rubinyants St,3,Yerevan,94,http://www.myrealty.am/en/item/37872/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,6,2.8
4986,newly repaired,70000,5,Tadevosyan St,3,Yerevan,67,http://www.myrealty.am/en/item/34054/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
2019,newly repaired,37000,16,16 District,3,Yerevan,81,http://www.myrealty.am/en/item/37881/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,16,2.8
6625,zero condition,44800,9,Sundukyan St,2,Yerevan,66,http://www.myrealty.am/en/item/25019/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,4,2.8
5749,good,68000,5,Aghbyur Serob St,3,Yerevan,79,http://www.myrealty.am/en/item/31450/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
4815,newly repaired,110000,9,Hambardzumyan St,3,Yerevan,91,http://www.myrealty.am/en/item/5135/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
407,newly repaired,55000,9,Raffi St,2,Yerevan,65,http://www.myrealty.am/en/item/36554/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,5,2.8
3955,newly repaired,61500,9,N. Shengavit 2 St,4,Yerevan,90,http://www.myrealty.am/en/item/37747/4-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,5,2.8
6551,newly repaired,90000,11,M.Khorenatsi St,2,Yerevan,74,http://www.myrealty.am/en/item/6879/apartment-for-sale-in-Yerevan,2,panel,10,2.8
1247,newly repaired,39000,9,Norq 4 p,3,Yerevan,77,http://www.myrealty.am/en/item/27895/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,1,2.8
6315,newly repaired,78000,5,Komitas Ave,3,Yerevan,78,http://www.myrealty.am/en/item/14143/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
2077,newly repaired,103000,12,A. Avetisyan St,3,Yerevan,82,http://www.myrealty.am/en/item/16100/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,8,3
439,zero condition,81000,14,Mikoyan St,3,Yerevan,115,http://www.myrealty.am/en/item/13887/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,7,3
4218,zero condition,59000,11,Komitas Ave,2,Yerevan,68,http://www.myrealty.am/en/item/21841/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,4,3
6725,newly repaired,200000,14,N. Zaryan St,4,Yerevan,130,http://www.myrealty.am/en/item/33293/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,3,monolit,11,3
5442,newly repaired,61000,5,Hanrapetutyan St,2,Yerevan,61,http://www.myrealty.am/en/item/28433/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3
1763,newly repaired,48000,5,Hakobyan St,2,Yerevan,57,http://www.myrealty.am/en/item/25240/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3583,newly repaired,70000,4,Ghapantsian St,3,Yerevan,90,http://www.myrealty.am/en/item/37718/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
3591,newly repaired,73000,4,Heratsi St,2,Yerevan,70,http://www.myrealty.am/en/item/37201/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3
5322,good,41000,5,Mamikoniants St,1,Yerevan,38,http://www.myrealty.am/en/item/6300/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,2,2.8
4182,newly repaired,60000,14,Argishti St,2,Yerevan,54,http://www.myrealty.am/en/item/29357/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,6,3
4324,good,57000,9,Hovhannisyan distrct,4,Yerevan,94,http://www.myrealty.am/en/item/37549/4-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,9,2.8
574,newly repaired,48000,8,Komitas Ave,2,Yerevan,44,http://www.myrealty.am/en/item/17041/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,7,3
6765,newly repaired,35000,7,N. Zaryan St,2,Yerevan,47,http://www.myrealty.am/en/item/23881/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
2145,newly repaired,115000,3,Sayat Nova Ave,3,Yerevan,97,http://www.myrealty.am/en/item/21957/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3
5794,newly repaired,117000,16,Aram St,2,Yerevan,60,http://www.myrealty.am/en/item/13944/apartment-for-sale-in-Yerevan,1,monolit,10,2.8
4064,newly repaired,60000,4,Mashtots Ave,2,Yerevan,48,http://www.myrealty.am/en/item/17260/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
3183,newly repaired,75000,8,Charents St,2,Yerevan,65,http://www.myrealty.am/en/item/13879/Apartment-for-sale-in-Yerevan,1,monolit,6,2.8
4150,newly repaired,85000,4,Hambardzumyan St,3,Yerevan,70,http://www.myrealty.am/en/item/27314/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,2,3.2
4826,newly repaired,110000,14,Argishti St,4,Yerevan,112,http://www.myrealty.am/en/item/36301/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,8,3
5380,newly repaired,120000,5,D. Demirchyan St,3,Yerevan,82,http://www.myrealty.am/en/item/18631/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3
707,good,97000,10,NarDos St,3,Yerevan,93,http://www.myrealty.am/en/item/24054/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,10,2.8
5241,newly repaired,45000,9,A. Babajanyan St,3,Yerevan,75,http://www.myrealty.am/en/item/31128/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,8,2.8
5998,newly repaired,160000,5,Abovyan St,4,Yerevan,104,http://www.myrealty.am/en/item/19791/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,1,2.6
5860,newly repaired,67000,9,Hambardzumyan St,3,Yerevan,74,http://www.myrealty.am/en/item/35143/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
4325,newly repaired,57000,5,Margaryan St,3,Yerevan,82,http://www.myrealty.am/en/item/38101/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,1,2.8
311,newly repaired,60000,9,A. Khachatrian St,4,Yerevan,100,http://www.myrealty.am/en/item/25395/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,3
5573,good,42800,9,A. Babajanyan St,3,Yerevan,73,http://www.myrealty.am/en/item/23459/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,4,2.8
594,newly repaired,150000,4,Tumanyan St,3,Yerevan,90,http://www.myrealty.am/en/item/36051/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
3578,newly repaired,69000,4,Khorenatsi 2 alley,3,Yerevan,78,http://www.myrealty.am/en/item/36188/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
6283,zero condition,168000,17,Mashtots Ave,4,Yerevan,147,http://www.myrealty.am/en/item/20222/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,12,3
5103,newly repaired,57000,9,Davtashen 4 district,3,Yerevan,96,http://www.myrealty.am/en/item/34580/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,6,2.8
1246,newly repaired,39000,12,Gayi Ave,2,Yerevan,63,http://www.myrealty.am/en/item/22684/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,12,2.8
4051,newly repaired,89000,19,Sasna tsrer St,3,Yerevan,68,http://www.myrealty.am/en/item/30257/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,15,3
2767,good,73000,5,Kievyan St,3,Yerevan,86,http://www.myrealty.am/en/item/9536/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3
3964,zero condition,62000,22,Tsitsernakaberd Highway,2,Yerevan,76,http://www.myrealty.am/en/item/27359/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,8,3
6224,newly repaired,33000,4,Komitas Ave,2,Yerevan,37,http://www.myrealty.am/en/item/33325/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3
3046,newly repaired,65000,12,Azatutyan Ave,3,Yerevan,69,http://www.myrealty.am/en/item/16755/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,9,2.8
2206,good,100000,5,Tpagrichner St,3,Yerevan,80,http://www.myrealty.am/en/item/6388/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.8
5694,newly repaired,56000,14,Z.Andranik St,3,Yerevan,83,http://www.myrealty.am/en/item/22575/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,6,2.8
1333,newly repaired,45000,9,Z.Andranik St,3,Yerevan,65,http://www.myrealty.am/en/item/28300/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,4,2.8
1286,good,88000,5,Zakyan St,3,Yerevan,107,http://www.myrealty.am/en/item/28012/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,2.6
4605,good,100000,4,Saryan St,3,Yerevan,95,http://www.myrealty.am/en/item/23997/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
5368,newly repaired,120000,5,Kievyan St,3,Yerevan,93,http://www.myrealty.am/en/item/23343/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3
2337,newly repaired,105000,5,Charents St,2,Yerevan,67,http://www.myrealty.am/en/item/14178/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
4156,newly repaired,85000,5,A.Manukyan St,3,Yerevan,68,http://www.myrealty.am/en/item/24553/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3
2209,newly repaired,102000,4,Kievyan St,3,Yerevan,102,http://www.myrealty.am/en/item/37266/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
2333,good,105000,6,Nalbandyan St,1,Yerevan,57,http://www.myrealty.am/en/item/18537/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
1051,good,53000,9,Koghbatsi St,1,Yerevan,55,http://www.myrealty.am/en/item/38106/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
2384,newly repaired,94000,7,Komitas Ave,3,Yerevan,90,http://www.myrealty.am/en/item/16246/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3
2415,newly repaired,56000,5,V.Vagharshyan St,2,Yerevan,63,http://www.myrealty.am/en/item/31429/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
5836,newly repaired,57000,5,Araratyan 1 blok,5,Yerevan,108,http://www.myrealty.am/en/item/28643/5-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,stone,2,2.8
5122,good,46000,14,Narekatsi district,3,Yerevan,87,http://www.myrealty.am/en/item/34572/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,3,2.8
4957,newly repaired,73000,13,Komitas Ave,3,Yerevan,68,http://www.myrealty.am/en/item/28677/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,12,2.8
3772,newly repaired,250000,7,Verin Antarayin,4,Yerevan,148,http://www.myrealty.am/en/item/37235/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,4,monolit,5,3
582,good,31000,9,Norq 9 p,4,Yerevan,90,http://www.myrealty.am/en/item/35809/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,7,2.8
2775,good,65000,16,A. Avetisyan St,3,Yerevan,95,http://www.myrealty.am/en/item/35761/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
3462,newly repaired,140000,6,Lvovyan St,4,Yerevan,134,http://www.myrealty.am/en/item/26813/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,2,monolit,3,3
5390,good,120000,5,V.Vagharshyan St,4,Yerevan,112,http://www.myrealty.am/en/item/16701/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,3,2.8
6756,good,35000,16,Arabkir 51 St,2,Yerevan,48,http://www.myrealty.am/en/item/27662/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
4315,zero condition,57000,5,Aghbyur Serob St,3,Yerevan,82,http://www.myrealty.am/en/item/14187/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
2260,zero condition,43800,9,Komitas Ave,2,Yerevan,60,http://www.myrealty.am/en/item/30092/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,4,2.8
4893,newly repaired,49000,9,Moldovakan St,2,Yerevan,66,http://www.myrealty.am/en/item/33875/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,7,2.8
732,newly repaired,37000,9,Bakunts St,1,Yerevan,60,http://www.myrealty.am/en/item/18293/1-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,7,2.8
1741,newly repaired,120000,16,N. Zaryan St,3,Yerevan,110,http://www.myrealty.am/en/item/33080/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,15,3
4347,good,55000,14,Raffi St,3,Yerevan,93,http://www.myrealty.am/en/item/22531/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,2,2.8
2383,newly repaired,56000,4,Sevak St,4,Yerevan,121,http://www.myrealty.am/en/item/27649/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,2,2.8
1102,newly repaired,140000,17,Sayat Nova Ave,2,Yerevan,80,http://www.myrealty.am/en/item/33192/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,13,3
1627,newly repaired,44000,11,Mazmanyan St,2,Yerevan,67,http://www.myrealty.am/en/item/11650/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,monolit,11,2.8
