,price,condition,district,max_floor,street,num_rooms,area,num_bathrooms,building_type,floor,ceiling_height
1095,79000,1.0,0.7,6,0.7,3,53,1,2,6,3.0
1096,250000,1.0,1.0,11,1.0,3,120,1,1,3,3.0
1097,150000,1.0,1.0,4,0.9,3,93,1,2,4,3.0
1098,62000,1.0,0.7,5,0.75,2,57,1,2,3,2.8
1099,43000,1.0,0.4,12,0.45,1,40,1,4,3,2.8
1100,165000,1.0,1.0,17,1.0,4,89,2,1,16,3.0
1101,69000,1.0,0.7,12,0.75,3,100,1,4,6,3.0
1102,85000,1.0,0.4,7,0.42,4,108,1,1,4,2.8
1103,41000,1.0,0.7,9,0.7,1,44,1,4,1,2.8
1104,112500,1.0,1.0,17,1.0,2,75,1,1,6,3.0
1105,50000,0.85,0.7,5,0.7,2,52,1,2,4,2.8
1106,79000,1.0,0.7,4,0.8,3,65,1,2,4,3.0
1107,78000,1.0,0.7,16,0.75,3,104,1,4,14,2.8
1108,69900,1.0,0.6,14,0.52,3,78,1,4,10,2.8
1109,125000,1.0,0.7,10,0.75,3,140,1,4,10,3.0
1110,120000,1.0,0.6,15,0.4,4,110,2,1,2,3.0
1111,33600,0.85,0.4,9,0.4,2,67,1,4,5,2.8
1112,77000,1.0,0.7,7,0.75,2,62,1,1,6,2.8
1113,38000,0.85,0.4,10,0.4,2,63,1,4,8,2.8
1114,135000,1.0,0.7,18,0.8,3,87,1,1,3,3.0
1115,44000,1.0,0.7,9,0.75,1,43,1,4,4,2.8
1116,65000,0.7,0.4,13,0.5,3,84,2,1,12,3.0
1117,97000,1.0,0.7,5,0.75,3,90,2,2,4,3.2
1118,48000,1.0,0.6,9,0.55,2,64,1,4,1,2.8
1119,300000,1.0,1.0,15,1.0,4,136,2,1,7,3.0
1120,80000,0.85,0.7,4,0.75,2,70,1,2,2,2.8
1121,47000,1.0,0.4,9,0.5,2,65,1,4,3,3.0
1122,125000,1.0,1.0,5,1.0,2,65,1,2,2,3.0
1123,80000,1.0,1.0,5,1.0,1,40,1,2,5,3.0
1124,72000,0.7,1.0,5,1.0,1,36,1,2,4,2.8
1125,35000,1.0,0.4,4,0.5,1,40,1,2,1,2.6
1126,68000,1.0,1.0,9,0.85,3,80,1,4,9,2.8
1127,155000,0.85,1.0,6,1.0,3,100,1,2,6,3.0
1128,75000,0.85,0.7,10,0.75,3,89,1,4,4,2.8
1129,145000,1.0,1.0,4,1.0,3,94,2,2,4,3.0
1130,72000,0.7,1.0,9,1.0,3,80,1,4,8,2.8
1131,47000,0.85,0.4,5,0.4,3,72,1,4,3,2.6
1132,31000,0.85,0.4,9,0.4,4,90,1,4,7,2.8
1133,105000,1.0,0.7,9,0.75,3,117,2,3,2,2.8
1134,120000,1.0,0.7,11,0.75,3,87,1,1,7,3.0
1135,59000,0.85,0.5,9,0.5,3,80,1,4,8,2.8
1136,180000,0.85,1.0,10,1.0,3,100,2,1,3,3.0
1137,46000,0.7,1.0,5,1.0,1,40,1,2,2,3.0
1138,53000,0.85,0.7,5,0.75,2,52,1,2,4,2.8
1139,50000,1.0,1.0,5,1.0,2,36,1,2,5,3.2
1140,61000,1.0,0.4,14,0.45,4,101,1,4,12,2.8
1141,185000,1.0,1.0,6,1.0,4,145,2,3,6,3.0
1142,43000,1.0,0.7,5,0.65,2,43,1,2,2,2.8
1143,37000,0.85,0.5,9,0.35,3,79,1,4,8,2.8
1144,45000,1.0,0.5,5,0.5,3,54,1,4,2,2.8
1145,50000,0.85,0.7,5,0.77,1,45,1,2,2,3.2
1146,75000,0.85,0.7,5,0.7,3,76,1,3,3,2.8
1147,55000,0.85,0.4,9,0.4,3,75,1,4,3,2.8
1148,103000,0.7,0.6,14,0.55,3,114,1,1,11,3.0
1149,37000,1.0,0.7,5,0.75,1,35,1,2,4,3.0
1150,220000,1.0,1.0,7,1.0,3,137,3,1,2,3.0
1151,60000,0.85,0.7,5,0.75,3,76,1,2,2,3.0
1152,80000,1.0,0.5,14,0.4,3,110,1,1,4,3.2
1153,68000,1.0,1.0,14,1.0,2,68,2,1,3,3.0
1154,52000,1.0,0.4,5,0.4,3,80,2,2,4,2.8
1155,33600,0.85,0.4,14,0.4,2,67,1,4,3,2.8
1156,30600,0.7,0.4,9,0.45,1,57,1,4,1,2.8
1157,74000,1.0,0.7,5,0.75,3,73,1,2,4,2.8
1158,60000,1.0,0.4,5,0.4,3,76,1,2,3,2.8
1159,75000,1.0,0.4,9,0.45,3,80,1,4,5,2.8
1160,130000,1.0,0.7,13,0.75,3,90,1,1,7,2.8
1161,65000,1.0,1.0,7,0.9,2,50,1,1,4,2.8
1162,290000,1.0,1.0,18,0.9,3,130,2,3,4,2.8
1163,105000,1.0,0.7,9,0.7,4,100,2,1,2,2.8
1164,62000,0.85,0.7,9,0.7,4,90,1,3,7,2.8
1165,90000,1.0,1.0,5,1.0,2,55,1,1,2,3.2
1166,70000,1.0,0.5,14,0.4,2,86,2,1,10,3.0
1167,35000,1.0,0.4,9,0.4,2,62,1,4,3,2.8
1168,33000,0.85,1.0,10,0.9,1,42,1,4,10,2.8
1169,110000,0.85,1.0,6,1.0,2,70,1,2,6,3.0
1170,112000,1.0,0.7,17,0.7,2,80,1,3,6,2.8
1171,41000,0.85,0.4,9,0.45,4,85,1,4,9,2.8
1172,114000,0.85,1.0,5,0.8,3,96,1,2,5,2.8
1173,140000,0.85,1.0,9,1.0,3,92,1,4,5,2.8
1174,82000,0.85,1.0,9,0.9,3,90,1,4,3,2.8
1175,98000,1.0,1.0,5,0.9,3,86,1,2,4,2.8
1176,68000,1.0,1.0,9,1.0,2,40,1,1,5,2.8
1177,60000,1.0,0.7,5,0.77,3,80,1,2,5,2.8
1178,48000,0.85,0.4,5,0.4,3,77,1,2,4,2.8
1179,38000,0.85,0.4,5,0.45,2,58,1,3,5,2.8
1180,33000,1.0,0.4,5,0.4,1,46,1,2,1,2.8
1181,99000,0.7,0.6,14,0.55,3,115,2,1,11,3.2
1182,75000,0.85,1.0,4,0.85,4,126,1,2,4,3.2
1183,48000,0.85,1.0,11,1.0,1,43,1,4,10,2.8
1184,115000,1.0,1.0,5,1.0,3,105,1,2,2,2.8
1185,160000,1.0,0.7,5,0.7,5,141,2,2,5,3.0
1186,72000,1.0,1.0,13,1.0,3,78,1,4,12,2.8
1187,62000,0.85,0.7,5,0.75,3,78,1,2,5,2.8
1188,66000,0.85,1.0,9,1.0,2,42,1,1,9,2.8
1189,550000,1.0,1.0,8,1.0,3,140,2,3,6,3.0
1190,34000,1.0,0.4,5,0.35,2,54,1,2,5,3.0
1191,120000,1.0,1.0,5,0.85,3,75,1,1,3,3.0
1192,150000,0.85,1.0,4,0.9,4,133,2,2,4,3.0
1193,49000,1.0,0.7,9,0.8,3,78,1,4,1,2.8
1194,65000,1.0,0.7,5,0.75,2,52,1,2,4,3.2
1195,120000,0.85,1.0,5,0.55,4,100,2,2,2,2.8
1196,135000,0.85,1.0,11,0.85,3,101,2,1,6,2.8
1197,125000,1.0,1.0,5,0.9,4,110,1,3,5,3.0
1198,41000,0.7,0.4,5,0.45,3,74,1,2,2,2.8
1199,75000,0.85,1.0,6,0.8,3,113,1,2,3,3.0
1200,73000,0.7,1.0,5,0.85,3,85,1,3,3,3.2
1201,115000,1.0,1.0,10,1.0,2,92,1,1,2,2.8
1202,59000,1.0,0.7,3,0.65,3,67,1,2,3,3.2
1203,230000,1.0,1.0,5,1.0,3,98,2,2,2,3.2
1204,63000,1.0,0.7,5,0.7,3,78,1,2,2,2.8
1205,70000,0.7,1.0,5,0.85,3,100,1,3,2,2.8
1206,100000,0.85,1.0,5,1.0,1,39,1,2,5,2.8
1207,61000,1.0,0.7,10,0.75,2,42,1,4,3,2.8
1208,95000,1.0,1.0,5,0.85,3,84,1,2,5,3.2
1209,55000,1.0,0.7,9,0.7,3,76,1,4,2,2.8
1210,48000,1.0,1.0,16,0.9,2,65,1,4,5,2.8
1211,50000,0.85,0.7,5,0.77,1,45,1,2,2,3.2
1212,115000,1.0,0.7,16,0.75,3,100,1,4,6,3.0
1213,39000,0.85,0.4,14,0.4,3,76,1,3,4,2.8
1214,95000,1.0,1.0,14,0.9,3,105,2,1,4,2.8
1215,56000,0.85,0.4,12,0.45,3,85,1,3,7,2.8
1216,46000,1.0,0.4,5,0.4,3,76,1,2,5,2.8
1217,90000,0.85,1.0,5,1.0,3,80,1,2,4,2.8
1218,100000,0.85,1.0,9,0.85,3,100,1,4,5,2.8
1219,35000,1.0,0.4,9,0.4,1,59,1,4,8,2.8
1220,57000,0.85,0.4,5,0.4,4,96,1,2,1,2.8
1221,70000,0.85,0.7,5,0.75,4,77,1,3,1,2.8
1222,55000,0.85,0.7,5,0.7,3,77,1,2,3,2.8
1223,39000,0.7,0.4,4,0.4,3,103,1,3,1,2.8
1224,72000,1.0,1.0,14,1.0,2,53,1,4,12,2.8
1225,32000,0.85,0.4,9,0.3,3,80,1,4,9,2.8
1226,55900,0.7,1.0,5,0.55,3,75,1,2,2,2.8
1227,250000,1.0,1.0,4,1.0,3,80,2,2,3,3.2
1228,65000,0.85,0.7,4,0.7,2,67,1,2,4,2.8
1229,44000,0.85,0.7,12,0.75,2,50,1,4,6,2.8
1230,35900,0.85,1.0,9,0.85,1,47,1,4,4,2.8
1231,43000,1.0,0.7,13,0.8,2,50,1,4,5,2.8
1232,18500,0.85,0.4,9,0.3,1,56,1,4,6,2.8
1233,140000,1.0,1.0,5,1.0,4,97,2,2,5,3.2
1234,49000,1.0,0.4,14,0.45,3,80,1,4,10,2.8
1235,99000,1.0,1.0,9,1.0,3,81,1,4,6,2.8
1236,38000,0.85,1.0,11,1.0,1,40,1,4,11,2.8
1237,210000,1.0,0.7,13,0.75,3,136,1,3,10,3.0
1238,60000,1.0,1.0,9,0.85,2,43,1,4,2,3.0
1239,36000,1.0,0.4,16,0.4,2,63,1,1,6,2.8
1240,75000,1.0,0.5,14,0.4,2,84,1,1,3,3.0
1241,45000,1.0,0.4,18,0.45,2,46,1,4,17,2.8
1242,46000,0.85,0.7,5,0.65,2,50,1,2,2,2.8
1243,145000,0.85,1.0,7,0.9,4,123,1,2,3,2.8
1244,62000,1.0,0.4,5,0.42,4,85,1,2,3,2.8
1245,50000,0.85,0.7,5,0.65,3,85,1,2,1,2.8
1246,85000,1.0,0.7,9,0.7,3,98,1,4,9,2.8
1247,88000,1.0,0.7,7,0.75,3,94,1,2,1,2.8
1248,120000,1.0,0.7,15,0.65,4,100,1,1,13,3.2
1249,83000,1.0,0.6,13,0.4,2,82,2,1,3,3.0
1250,135000,1.0,1.0,4,0.95,4,96,1,2,1,3.0
1251,62000,1.0,0.7,12,0.75,2,74,1,4,9,2.8
1252,140000,1.0,0.7,5,0.75,4,117,2,2,4,3.2
1253,75000,1.0,0.5,10,0.8,3,83,1,1,5,2.8
1254,90000,1.0,0.7,3,0.8,4,98,1,2,3,3.0
1255,53000,1.0,0.5,9,0.4,3,63,1,4,9,2.8
1256,150000,1.0,1.0,7,1.0,3,110,1,1,4,3.0
1257,42800,1.0,0.4,9,0.4,3,78,1,4,9,2.8
1258,85000,1.0,1.0,13,1.0,2,75,1,4,9,2.8
1259,75000,1.0,0.5,9,0.45,4,95,1,4,9,2.8
1260,35000,1.0,0.4,9,0.4,2,64,1,4,9,2.8
1261,118000,1.0,1.0,7,0.9,3,100,1,1,4,3.0
1262,48000,0.85,0.7,4,0.75,3,71,1,2,4,2.8
1263,164000,1.0,1.0,6,1.0,5,125,2,2,5,3.0
1264,117000,0.85,1.0,6,1.0,3,110,1,2,1,2.8
1265,60000,0.85,1.0,5,0.95,1,44,1,2,3,3.2
1266,47000,1.0,0.4,10,0.4,2,64,1,4,10,2.8
1267,45000,0.85,0.7,7,0.75,1,48,1,4,3,2.8
1268,68000,1.0,0.7,5,0.7,4,95,2,3,1,3.0
1269,120000,1.0,1.0,6,0.9,3,80,1,3,6,3.0
1270,100000,0.85,1.0,4,1.0,3,91,1,2,3,3.2
1271,50000,0.85,0.4,3,0.4,3,85,1,2,1,3.2
1272,135000,0.7,0.7,17,0.8,3,116,1,1,16,2.8
1273,48000,1.0,1.0,14,0.9,2,52,1,1,6,3.0
1274,43000,1.0,1.0,5,0.85,1,34,1,2,2,3.0
1275,39000,1.0,0.5,9,0.35,3,80,1,4,2,2.8
1276,60000,0.85,0.4,4,0.5,3,73,1,2,3,2.6
1277,57000,0.85,0.4,4,0.5,3,80,1,2,2,2.8
1278,76000,0.85,1.0,3,1.0,3,72,1,2,1,2.8
1279,52000,0.85,0.7,4,0.75,2,70,1,2,2,2.8
1280,41000,1.0,0.4,12,0.35,3,65,1,4,11,3.0
1281,68000,1.0,0.5,4,0.45,4,100,1,2,4,2.8
1282,320000,1.0,1.0,10,1.0,2,104,1,1,8,3.0
1283,58000,0.85,0.7,4,0.7,2,40,1,2,3,2.8
1284,39000,1.0,0.4,4,0.4,2,60,1,2,4,3.2
1285,57000,1.0,0.5,5,0.6,2,75,1,2,4,2.8
1286,105000,1.0,1.0,10,0.75,4,92,1,2,8,2.8
1287,250000,1.0,1.0,18,0.9,3,130,2,1,4,3.0
1288,85000,1.0,0.7,5,0.7,3,78,1,2,4,2.8
1289,140000,1.0,0.7,16,0.7,3,114,2,1,14,3.0
1290,65000,1.0,0.5,14,0.4,3,92,1,4,3,2.8
1291,75000,1.0,0.7,7,0.75,4,94,1,3,6,2.8
1292,67000,1.0,0.7,5,0.75,3,78,1,2,4,2.8
1293,90000,1.0,0.7,9,0.7,3,95,1,2,2,2.8
1294,39600,0.85,0.4,9,0.45,2,58,1,4,2,2.8
1295,87000,0.85,1.0,4,1.0,3,84,2,3,4,3.2
1296,82000,0.85,1.0,6,1.0,2,54,1,2,5,3.0
1297,32000,1.0,0.6,9,0.45,3,52,1,4,7,2.8
1298,48000,0.85,0.6,9,0.55,3,97,1,4,6,2.8
1299,35000,1.0,0.4,10,0.4,1,33,1,4,10,3.0
1300,53000,0.85,0.4,10,0.4,2,70,1,4,3,2.8
1301,75000,0.85,1.0,16,0.8,2,69,1,4,9,3.0
1302,65000,0.85,0.7,5,0.75,2,60,1,2,5,2.8
1303,50000,1.0,0.7,5,0.7,2,45,1,2,4,2.8
1304,50000,0.85,1.0,16,0.9,3,85,1,4,16,2.8
1305,43000,0.7,0.4,10,0.4,2,71,1,1,9,2.8
1306,43000,1.0,0.5,9,0.4,2,52,1,3,6,2.8
1307,120000,1.0,0.4,5,0.45,1,124,1,2,1,3.2
1308,230000,1.0,1.0,4,1.0,3,125,2,3,2,2.8
1309,165000,0.7,1.0,14,1.0,3,140,3,1,12,3.2
1310,160000,1.0,1.0,23,0.9,2,90,1,1,6,3.0
1311,130000,0.85,1.0,5,0.9,3,90,1,2,5,3.0
1312,47900,0.7,1.0,5,0.85,3,75,1,3,3,2.6
1313,115000,1.0,1.0,15,1.0,2,54,1,1,11,2.8
1314,169000,1.0,1.0,5,0.95,4,110,2,2,2,3.2
1315,40000,0.85,1.0,9,0.75,1,69,1,3,9,2.8
1316,140000,1.0,0.4,6,0.45,4,134,1,1,3,2.8
1317,49000,0.85,0.7,6,0.75,3,78,1,2,6,3.0
1318,180000,1.0,1.0,15,1.0,3,93,1,1,15,3.2
1319,69000,0.85,1.0,10,1.0,2,42,1,4,5,2.8
1320,140000,1.0,0.7,16,0.7,3,114,2,1,14,3.0
1321,115000,0.85,1.0,10,1.0,3,110,1,4,8,2.8
1322,45000,0.85,0.4,9,0.4,4,90,1,4,7,2.8
1323,41000,0.85,0.5,9,0.4,3,80,1,3,4,2.8
1324,149000,1.0,1.0,16,1.0,3,80,1,1,13,3.0
1325,79000,1.0,0.5,13,0.4,3,104,1,1,8,3.0
1326,95000,1.0,1.0,4,1.0,3,68,1,2,4,3.0
1327,175000,1.0,1.0,9,0.9,4,125,2,1,9,3.0
1328,69000,1.0,0.7,5,0.75,2,65,1,2,5,3.0
1329,46800,0.85,0.4,9,0.45,3,80,1,4,6,2.8
1330,63000,1.0,0.5,5,0.8,3,70,1,2,3,3.2
1331,57000,0.85,1.0,9,0.9,2,64,1,4,4,2.8
1332,127000,1.0,1.0,9,1.0,3,71,2,1,3,3.0
1333,105000,0.85,0.7,5,0.7,4,80,1,2,4,2.8
1334,81700,1.0,0.6,13,0.4,2,82,1,1,3,2.8
1335,92500,0.85,0.7,16,0.75,4,99,1,4,9,2.8
1336,220000,1.0,1.0,9,1.0,4,108,2,4,4,3.0
1337,47000,1.0,0.7,5,0.75,1,49,1,3,5,2.8
1338,250000,1.0,1.0,7,1.0,4,148,2,1,4,3.0
1339,28500,0.7,0.4,11,0.45,1,38,1,1,4,2.8
1340,86000,0.7,0.4,15,0.45,3,140,2,1,8,3.0
1341,35000,0.85,0.4,4,0.5,1,41,1,2,1,2.8
1342,230000,1.0,1.0,4,1.0,3,120,2,2,2,3.0
1343,52000,1.0,0.7,5,0.75,2,55,1,2,5,3.2
1344,85000,1.0,1.0,21,0.8,2,75,1,1,6,3.0
1345,130000,0.85,1.0,4,1.0,3,90,1,2,2,3.2
1346,125000,1.0,0.6,12,0.4,2,98,1,1,10,3.0
1347,50000,1.0,0.5,9,0.4,3,67,1,4,8,2.8
1348,58000,0.85,0.7,5,0.65,2,62,1,2,1,2.8
1349,52000,1.0,0.5,9,0.4,3,97,1,4,1,2.8
1350,60000,0.85,0.6,14,0.52,4,104,1,4,4,2.8
1351,56000,0.85,0.7,5,0.75,2,57,1,2,4,2.8
1352,48000,0.85,0.6,9,0.45,3,100,1,4,6,2.8
1353,82000,1.0,0.7,5,0.75,3,76,1,2,3,3.2
1354,80000,1.0,0.5,10,0.8,3,85,2,1,4,3.0
1355,87000,0.85,0.7,6,0.75,3,90,1,2,5,3.2
1356,49000,1.0,1.0,5,0.85,2,48,1,3,1,2.8
1357,62000,1.0,0.7,10,0.77,2,42,1,4,3,2.8
1358,60000,1.0,0.7,5,0.7,2,43,1,2,3,2.8
1359,85000,1.0,1.0,4,0.85,3,101,1,2,4,3.2
1360,42000,1.0,0.5,9,0.4,3,73,1,4,2,2.8
1361,60000,1.0,0.5,16,0.4,2,85,1,4,8,2.8
1362,85000,0.85,1.0,9,0.85,4,107,1,4,1,2.8
1363,31000,0.85,0.4,5,0.4,2,55,1,4,1,2.6
1364,42000,1.0,0.7,5,0.7,1,47,1,2,5,2.8
1365,56500,0.85,0.7,4,0.7,2,70,1,2,1,3.2
1366,110000,1.0,0.7,5,0.65,4,120,1,2,5,3.0
1367,110000,1.0,1.0,20,1.0,2,82,1,1,11,3.0
1368,78000,0.85,0.7,9,0.77,3,97,1,4,3,2.8
1369,64000,0.85,0.7,9,0.7,4,90,1,4,7,2.8
1370,48000,1.0,1.0,5,0.85,2,48,1,2,1,2.8
1371,72000,1.0,0.7,9,0.65,3,68,1,4,1,2.8
1372,110000,1.0,1.0,11,1.0,2,65,1,1,11,3.0
1373,112000,0.85,0.7,3,0.8,4,107,1,2,3,2.8
1374,48000,1.0,0.5,5,0.5,2,52,1,2,2,3.0
1375,90000,1.0,0.6,14,0.45,4,105,2,1,2,2.8
1376,110000,1.0,1.0,5,0.95,3,70,1,2,5,2.8
1377,51000,0.85,0.4,5,0.9,3,80,1,2,3,2.6
1378,109000,1.0,0.7,14,0.7,2,68,1,1,4,3.0
1379,175000,1.0,1.0,4,1.0,3,94,2,2,4,3.2
1380,135000,0.7,1.0,10,1.0,3,108,1,1,4,3.0
1381,130000,0.7,1.0,16,1.0,3,82,1,1,14,2.8
1382,85000,0.7,1.0,10,1.0,2,75,1,1,4,3.0
1383,51000,0.85,0.4,5,0.4,3,78,1,2,3,2.8
1384,80000,1.0,1.0,11,0.88,3,83,1,4,9,2.8
1385,74250,0.7,0.7,9,0.65,1,99,1,1,7,3.0
1386,112000,1.0,1.0,6,0.95,3,100,2,2,6,3.0
1387,88000,1.0,0.5,10,0.8,2,90,1,3,5,2.8
1388,125000,0.7,1.0,17,1.0,3,100,2,1,7,3.2
1389,45000,1.0,0.4,5,0.3,3,78,1,2,5,2.8
1390,65000,0.85,1.0,3,1.0,2,67,1,2,2,3.2
1391,35000,0.85,0.4,9,0.4,2,61,1,4,8,2.8
1392,62000,1.0,1.0,9,0.7,2,55,1,4,2,3.0
1393,147000,1.0,0.7,4,0.7,3,122,1,2,3,2.8
1394,70000,0.85,0.4,14,0.45,3,85,1,1,9,3.0
1395,78000,0.85,1.0,5,0.9,2,60,1,2,4,2.8
1396,50000,0.85,0.5,6,0.6,1,55,1,2,5,2.8
1397,57500,1.0,0.7,9,0.7,3,70,1,4,5,2.8
1398,72000,1.0,0.7,7,0.75,2,74,1,2,6,2.8
1399,79000,0.7,0.7,10,0.75,3,85,1,1,7,2.8
1400,140000,1.0,1.0,5,1.0,2,63,1,2,2,3.0
1401,54500,0.7,0.5,14,0.5,2,70,1,1,4,3.2
1402,90000,1.0,1.0,9,0.85,2,85,1,4,7,2.8
1403,212500,1.0,1.0,4,0.9,3,125,2,1,2,3.2
1404,65000,0.85,0.7,5,0.75,2,60,1,2,5,2.8
1405,40000,1.0,0.7,5,0.75,1,34,1,3,5,2.8
1406,38000,0.7,0.7,9,0.75,3,76,1,4,9,2.8
1407,62000,0.85,0.4,5,0.5,2,65,1,2,3,3.2
1408,100000,1.0,0.7,18,0.7,2,82,1,3,8,2.8
1409,43000,1.0,0.4,5,0.35,3,78,1,2,1,2.8
1410,38000,0.85,0.5,4,0.6,4,93,1,2,1,2.8
1411,150000,0.85,1.0,11,1.0,2,68,1,4,9,3.0
1412,145000,1.0,1.0,5,1.0,1,60,1,2,5,2.8
1413,65000,0.7,1.0,5,1.0,2,59,1,2,4,3.2
1414,82000,0.85,1.0,5,1.0,3,85,1,2,5,3.2
1415,128000,0.7,0.7,4,0.75,3,128,1,1,4,3.0
1416,57000,1.0,0.6,14,0.45,3,80,1,4,6,3.0
1417,65000,1.0,0.7,5,0.75,2,49,1,2,2,2.8
1418,47000,0.85,0.6,9,0.45,2,78,1,4,1,2.8
1419,107000,0.85,0.7,7,0.7,3,84,2,1,5,3.0
1420,34000,0.85,0.4,9,0.35,3,74,1,4,8,2.8
1421,135000,1.0,0.7,9,0.75,4,140,2,1,6,2.8
1422,82000,1.0,1.0,21,0.8,2,65,1,1,10,3.0
1423,35000,1.0,0.4,5,0.5,1,45,1,2,2,2.8
1424,95000,0.7,1.0,5,1.0,2,78,1,2,3,3.2
1425,70000,0.85,0.7,5,0.75,3,90,1,1,5,2.8
1426,60000,0.85,0.7,5,0.75,3,78,1,2,5,2.8
1427,58000,1.0,0.4,11,0.5,3,91,1,3,4,2.8
1428,45000,1.0,0.6,11,0.5,3,63,1,1,3,3.0
1429,46000,0.7,0.4,9,0.4,4,94,1,4,6,2.8
1430,70000,1.0,0.7,9,0.75,3,78,1,4,7,2.8
1431,120000,0.85,1.0,7,1.0,2,90,1,3,4,2.8
1432,47000,1.0,1.0,10,0.75,2,40,1,4,4,2.8
1433,82000,1.0,1.0,4,0.9,3,80,1,2,4,3.2
1434,125000,0.7,1.0,4,1.0,3,90,1,2,2,3.0
1435,47000,0.85,0.4,5,0.5,3,71,1,3,3,2.8
1436,44000,1.0,0.7,5,0.75,1,43,1,2,5,2.8
1437,50000,1.0,0.4,9,0.4,3,79,1,4,5,2.8
1438,135000,1.0,1.0,14,1.0,3,90,1,1,11,2.8
1439,81000,1.0,1.0,4,0.95,2,67,1,2,4,3.0
1440,85000,1.0,0.7,5,0.7,3,116,1,2,1,2.8
1441,45000,0.85,1.0,5,0.9,1,46,1,2,2,2.8
1442,60000,1.0,0.7,6,0.75,1,50,1,2,1,2.8
1443,38000,0.85,0.4,12,0.45,3,64,1,4,9,2.8
1444,70000,1.0,1.0,16,0.85,3,78,1,4,2,2.8
1445,43000,0.85,0.6,9,0.52,4,94,1,4,9,2.8
1446,79000,1.0,0.5,14,0.4,3,104,2,1,8,3.0
1447,75000,0.85,1.0,4,0.9,3,105,1,2,2,2.8
1448,83000,0.7,0.7,18,0.75,2,83,1,1,5,2.8
1449,250000,0.7,1.0,5,1.0,4,135,1,2,3,3.0
1450,110000,1.0,1.0,6,1.0,2,69,1,2,5,3.2
1451,100000,0.85,1.0,4,1.0,3,92,1,2,2,3.2
1452,55000,0.85,1.0,9,0.9,1,43,1,4,6,2.8
1453,22000,0.85,0.4,5,0.4,1,35,1,2,3,2.8
1454,53000,1.0,0.7,9,0.75,2,53,1,4,2,2.8
1455,67000,0.7,1.0,8,1.0,2,58,1,1,5,3.2
1456,63000,0.85,0.7,12,0.75,3,95,1,4,10,2.8
1457,69000,1.0,0.6,9,0.51,4,90,1,4,2,2.8
1458,48000,1.0,0.7,5,0.75,2,43,1,2,1,2.8
1459,80000,1.0,0.4,5,0.4,4,90,1,2,1,2.8
1460,180000,1.0,1.0,4,1.0,4,130,2,2,4,3.2
1461,43000,1.0,0.7,5,0.75,2,47,1,2,3,3.2
1462,35000,0.85,0.4,9,0.4,3,98,1,4,1,2.8
1463,93000,1.0,0.7,14,0.75,3,92,1,4,11,2.8
1464,68000,1.0,1.0,9,1.0,2,50,1,4,9,2.8
1465,285000,0.85,1.0,13,1.0,4,121,2,1,5,3.0
1466,59500,0.85,0.7,5,0.7,3,75,1,4,4,2.8
1467,280000,0.85,1.0,14,1.0,3,145,2,1,4,3.0
1468,220000,1.0,1.0,5,1.0,4,120,2,2,4,3.2
1469,68000,1.0,0.6,14,0.5,3,83,1,4,8,2.8
1470,65700,0.7,0.7,5,0.8,3,86,1,2,2,2.8
1471,140000,0.85,1.0,4,1.0,3,96,1,2,3,3.0
1472,49000,1.0,0.7,5,0.7,2,40,1,2,4,3.0
1473,55000,0.85,0.5,11,0.4,3,98,1,4,4,2.8
1474,110000,1.0,1.0,13,1.0,3,74,1,1,7,3.0
1475,74000,1.0,1.0,16,0.7,4,108,1,4,1,3.0
1476,72000,1.0,0.7,5,0.8,2,67,1,2,4,2.8
1477,60000,1.0,0.7,14,0.7,2,50,1,1,13,3.0
1478,125000,0.7,1.0,5,1.0,2,60,1,2,3,3.2
1479,50000,1.0,0.7,5,0.7,2,42,1,2,4,3.0
1480,80000,1.0,0.7,5,0.75,4,102,1,2,3,2.8
1481,52000,1.0,1.0,5,0.85,3,80,1,2,3,2.8
1482,50000,0.85,0.7,5,0.65,3,85,1,2,1,2.8
1483,90000,1.0,1.0,13,1.0,2,48,1,4,2,2.8
1484,61000,1.0,1.0,14,0.9,2,55,1,1,13,3.0
1485,66000,0.7,0.5,14,0.5,2,85,1,1,5,3.2
1486,130000,1.0,0.7,11,0.75,3,88,1,1,7,3.0
1487,50000,0.85,0.7,13,0.7,2,75,1,4,8,2.8
1488,96000,1.0,0.7,18,0.65,3,76,1,1,6,3.0
1489,105000,1.0,1.0,6,0.9,3,80,1,2,6,3.0
1490,107000,1.0,0.5,9,0.5,4,126,1,1,6,3.0
1491,160000,1.0,1.0,15,1.0,2,102,2,1,10,3.0
1492,65000,0.85,0.7,14,0.65,3,84,1,3,8,2.8
1493,53000,1.0,0.6,9,0.45,4,86,1,4,8,2.8
1494,71000,0.85,0.7,5,0.75,3,73,1,3,2,2.8
1495,75000,0.85,1.0,4,0.9,3,76,1,3,3,2.8
1496,43000,1.0,0.4,9,0.4,3,72,1,4,1,2.8
1497,100000,0.85,1.0,16,0.7,3,98,1,4,16,2.8
1498,75000,1.0,0.4,9,0.4,4,96,1,4,5,2.8
1499,140000,1.0,1.0,10,1.0,3,91,1,3,8,2.8
1500,90000,0.85,0.7,5,0.7,3,90,1,2,3,3.0
1501,47000,0.85,0.6,9,0.5,3,73,1,4,2,2.8
1502,35000,0.85,0.5,14,0.45,2,66,1,4,13,2.8
1503,140000,0.85,0.7,16,0.7,3,114,2,3,14,2.8
1504,62000,1.0,0.5,14,0.4,2,72,1,1,4,2.8
